CO_CEP,Latitude,Longitude
58063300,-7.2005007,-34.8479057
84290000,-23.885253,-50.64624
88502030,-27.8214271,-50.3129766
59158172,-5.8791223,-35.217349
41600270,-12.9383967,-38.3399159
23082490,-22.9080777,-43.1790268
53140170,-8.0102001,-34.8777267
42717070,-12.8751773,-38.3399593
92717465,-30.1379202,-51.317427
38702162,-18.5974894,-46.5233256
94410040,-30.0742513,-51.0452443
79006630,-20.4494839,-54.6081159
45658210,-14.7795131,-39.0559232
63010167,-7.2261732,-39.3242228
13178394,-22.85657,-47.16179
42827670,-12.7131531,-38.3293195
13178471,-22.85657,-47.16179
59060110,-5.8193078,-35.2126281
91760000,-30.1321747,-51.2356817
49970000,-10.4623576,-36.6408041
9990010,-23.6864225,-46.5919608
13015081,-22.9056391,-47.059564
2060000,-23.5383214,-46.6391624
27920325,-22.3981654,-41.7890699
13073035,-22.881429,-47.0690136
78556260,-11.9912782,-55.5167097
24855140,-22.7805,-42.9306
26182000,-22.7636388,-43.4074203
44003246,-12.2277276,-38.939992
39400737,-16.6976459,-43.86788
60831390,-3.7304512,-38.5217989
46500000,-13.048556,-42.6340357
17515000,-22.2172002,-49.9500061
26510116,-22.8060269,-43.4311271
93608400,-29.6583069,-51.1492678
76807868,-8.7029077,-63.8744934
51270281,-8.1148713,-34.9478872
12943280,-23.1129267,-46.5621438
59143225,-5.8791223,-35.217349
36301028,-21.0983862,-44.2141347
75801125,-17.916215,-51.7567442
32230290,-19.8337479,-44.0906825
12030290,-23.0494273,-45.5667506
8594340,-23.4721465,-46.3527292
82220370,-25.4944375,-49.284271
13848201,-22.3557548,-46.957266
1134000,-23.5383214,-46.6391624
33239196,-19.5911271,-43.9097323
12215580,-23.1867782,-45.8854538
81570180,-25.4793089,-49.2339151
2254000,-23.4778803,-46.5933625
3119000,-23.5591167,-46.5989946
12301150,-23.290867,-45.9571748
85504460,-26.2268367,-52.6697276
72220325,-15.7508868,-47.9250462
65070630,-2.5094237,-44.2612833
3808000,-23.5383214,-46.6391624
98240000,-28.3652883,-53.2499439
31550500,-19.9227318,-43.9450948
4960100,-23.5383214,-46.6391624
89300012,-26.116321,-49.7958966
64001120,-5.0902277,-42.8129529
35930373,-19.777257,-43.0098877
95020100,-29.1619667,-51.1693835
61605540,-3.7505052,-38.6072837
4026040,-23.5383214,-46.6391624
91330000,-30.028439,-51.1715452
32146051,-19.8337479,-44.0906825
5890010,-23.665306,-46.7878419
26299057,-22.7083353,-43.4478958
3041000,-23.5383214,-46.6391624
25555783,-22.7839756,-43.3457664
24230420,-22.8661647,-43.1157974
14409500,-20.5381768,-47.4009795
59280070,-5.9439116,-35.3018215
72140220,-15.7508868,-47.9250462
40484470,-12.9822499,-38.4812772
96015570,-31.7273327,-52.3165346
71805700,-15.8790015,-48.0237386
32071122,-19.9184377,-44.1262273
88134420,-27.6957174,-48.6891232
33120570,-21.2082547,-43.7696844
29260000,-20.3593677,-40.7253865
58090659,-7.1745502,-34.8060479
13616520,-22.1697603,-47.3738457
53610400,-7.8556278,-34.905521
2545000,-23.496048,-46.6614814
16210000,-21.3971858,-50.4653177
95059030,-29.1619667,-51.1693835
37305000,-21.4831591,-44.3295284
36400059,-20.6889291,-43.7799704
71620060,-15.7508868,-47.9250462
83900000,-25.8751101,-50.3891714
9280710,-23.7672489,-46.3727555
57780000,-22.3594848,-46.9455829
20541038,-22.9080777,-43.1790268
35950000,-20.1080365,-43.0577164
41200290,-12.9822499,-38.4812772
26570160,-22.776931,-43.439982
65763000,-5.2588386,-44.647573
9310050,-23.6818722,-46.4655555
49105210,-10.6781537,-37.4135555
38400716,-18.8941408,-48.2622678
31910060,-19.9227318,-43.9450948
83604360,-25.4508444,-49.5490135
83601570,-25.4508444,-49.5490135
76820606,-8.7029077,-63.8744934
61917070,-3.8617253,-38.6543596
78060808,-15.5986686,-56.0991301
12236180,-23.1867782,-45.8854538
88809010,-28.6789941,-49.3695627
15061360,-20.8004368,-49.357809
95020460,-29.1696897,-51.1762576
20710350,-22.9080777,-43.1790268
99470000,-28.4583088,-52.8202086
93270700,-29.8623308,-51.1720151
8735570,-23.5435048,-46.2183882
43845000,-14.863964,-40.8265231
82320340,-25.4944375,-49.284271
23560430,-22.9080777,-43.1790268
26183250,-22.7636388,-43.4074203
14701300,-20.942381,-48.4968795
57062680,-9.6072102,-35.7602731
40330290,-12.9822499,-38.4812772
18021280,-23.507065,-47.4277691
6700220,-23.6043784,-46.9729121
88331500,-26.9982837,-48.6259119
13630085,-21.993173,-47.3333435
36492258,-20.5305713,-43.686905
89805050,-27.1056204,-53.399227
36740000,-19.8201735,-44.1558805
68035310,-2.438489,-54.699611
61939160,-3.8508004,-38.5930724
58302300,-7.1458168,-34.9647416
78452088,-13.8376782,-56.0847092
21051470,-22.9080777,-43.1790268
3377010,-23.5383214,-46.6391624
76820514,-8.7029077,-63.8744934
25211270,-22.7762994,-43.2945163
59288507,-5.9439116,-35.3018215
86025420,-23.3112878,-51.1595023
83065370,-25.539049,-49.2032071
11410080,-23.9972541,-46.2620562
25233260,-22.7762994,-43.2945163
21331100,-22.9080777,-43.1790268
88443000,-27.3977939,-49.3575501
22750002,-22.9396251,-43.3371935
38302192,-18.9921507,-49.4455477
86086070,-23.2500233,-51.1395345
1127010,-23.5383214,-46.6391624
18020264,-23.509213,-47.4366651
17208010,-22.2754106,-48.5501685
4841000,-23.5383214,-46.6391624
4235460,-23.5383214,-46.6391624
78015090,-15.5986686,-56.0991301
13800300,-22.4848852,-46.9782805
91340430,-30.0246635,-51.1738025
68903012,0.0068696,-51.0677225
59298042,-5.7803095,-35.3134705
62022290,-3.6815246,-40.3564673
1232011,-23.5383214,-46.6391624
17020730,-22.3218102,-49.0705863
8590040,-23.4721465,-46.3527292
54524145,-8.2466957,-34.99609
74990570,-16.8285617,-49.2323861
37558315,-22.2849869,-45.9223637
31510050,-19.9227318,-43.9450948
45654460,-14.7578682,-39.4800568
26510752,-22.8060269,-43.4311271
3656020,-23.5383214,-46.6391624
24240705,-22.8990872,-43.0873027
22790090,-22.9080777,-43.1790268
25565490,-22.7839756,-43.3457664
57020020,-9.6628298,-35.7422968
13100009,-22.9056391,-47.059564
69084463,1.9635842,-67.7824958
93048180,-29.762844,-51.1520634
8240000,-23.5289493,-46.4497111
4855340,-21.993173,-47.3333435
18046370,-23.527996,-47.4818055
5756270,-23.5383214,-46.6391624
72878615,-16.1209158,-48.0016705
89207000,-26.3044898,-48.8486726
58213000,-6.7810368,-35.496781
32235320,-19.8337479,-44.0906825
32655038,-19.975206,-44.1790106
3551110,-23.5383214,-46.6391624
61658050,-3.769001,-38.6553828
8225000,-23.5383214,-46.6391624
28030362,-21.7858808,-41.33795
74430370,-16.680882,-49.2532691
17012431,-22.3218102,-49.0705863
49075000,-10.9126637,-37.0780531
83800048,-25.774483,-49.325091
26195195,-22.7636388,-43.4074203
58057000,-7.1745502,-34.8060479
35930159,-19.777257,-43.0098877
18550542,-22.7099923,-47.6204439
40760610,-12.9822499,-38.4812772
65031630,-2.5380051,-44.2781813
97501622,-29.7652542,-57.0372573
93800224,-29.6495373,-51.0292236
13604100,-22.4134148,-47.3957784
21825200,-22.9080777,-43.1790268
24440440,-22.8253674,-43.0494219
13285710,-23.0689194,-46.9969376
32604016,-19.9509882,-44.2044256
18406400,-23.9929528,-48.8738052
89225721,-26.3044898,-48.8486726
7790845,-23.3108546,-46.9124378
5854130,-23.5383214,-46.6391624
85575000,-25.7086966,-52.9189882
3066010,-23.5370389,-46.5743478
62650000,-3.6223846,-39.5120409
21370550,-22.9080777,-43.1790268
53402740,-7.9340069,-34.868407
23075150,-22.9080777,-43.1790268
63030000,-7.2261732,-39.3242228
20740322,-22.8957514,-43.3081471
94858000,-30.0314829,-51.0761927
65041140,-2.5295265,-44.2963942
88063035,-27.5973002,-48.5496098
48602130,-9.4055138,-38.2761795
61635250,-3.7414773,-38.6129198
27570000,-22.4186869,-44.2981727
36774104,-21.3118204,-42.8622128
97070480,-29.7106478,-53.8220778
7936020,-23.2746177,-46.7165843
21240450,-22.9080777,-43.1790268
4855260,-23.5383214,-46.6391624
77001132,-10.1837852,-48.3336423
38525000,-18.7432716,-47.6915718
58705170,-7.2231838,-38.290701
65050740,-2.5295265,-44.2963942
8421130,-23.5383214,-46.6391624
27281040,-22.5256773,-44.1152328
12403070,-22.9232083,-45.3959139
23933150,-23.002336,-44.3056864
88200000,-27.2416314,-48.6430675
11661000,-23.6814497,-45.4345116
58421370,-7.2192066,-35.8881105
60060390,-3.7220267,-38.5158551
41611640,-12.9822499,-38.4812772
18691074,-23.4392782,-47.3883803
88058095,-27.5973002,-48.5496098
54430400,-8.1165339,-35.0199865
74850330,-16.7286043,-49.236574
6162100,-23.5299744,-46.7825411
35582000,-20.3672648,-45.6633353
18081025,-23.4789162,-47.4560076
3008000,-23.5383214,-46.6391624
13918110,-22.7243995,-47.0097048
88330574,-26.9982837,-48.6259119
13490262,-22.4670936,-47.3985609
85802170,-24.9662524,-53.4706314
33120540,-21.2082547,-43.7696844
53070050,-8.0102001,-34.8777267
39385000,-16.9278414,-44.2352787
58925000,-6.7198909,-38.6399212
9621000,-23.7080345,-46.5506747
26053170,-22.7083353,-43.4478958
76974000,-11.5169284,-60.9705487
74491255,-16.680882,-49.2532691
29200720,-20.6164971,-40.4545819
39401461,-16.6976459,-43.86788
85301020,-25.4143736,-52.4150283
59625400,-5.1506216,-37.3640177
30672090,-19.9227318,-43.9450948
54410470,-8.1165339,-35.0199865
2244000,-23.4898854,-46.6062603
36884002,-21.1480078,-42.3630459
97543140,-29.7888931,-55.7917641
96211000,-28.731201,-52.841286
58380000,-7.2905395,-35.6180468
32676668,-19.9388171,-44.1194453
3813035,-23.5383214,-46.6391624
3731030,-23.5383214,-46.6391624
28941054,-22.8554287,-42.0541351
8471150,-23.5383214,-46.6391624
74855340,-16.680882,-49.2532691
4286050,-23.5383214,-46.6391624
86280000,-23.1787385,-50.8740978
26221080,-22.7083353,-43.4478958
18110215,-23.53957,-47.4647782
37137022,-21.4148178,-45.955011
57038000,-9.6322199,-35.7007878
35170300,-19.5274237,-42.6219182
72600400,-15.7508868,-47.9250462
79950000,-23.0638871,-54.1970304
40810530,-12.9822499,-38.4812772
4412070,-23.6734327,-46.6461763
31260300,-19.9227318,-43.9450948
12951610,-23.1129267,-46.5621438
54330825,-8.1669283,-34.9299365
61801210,-3.9841,-38.6180383
14403668,-20.5381768,-47.4009795
27910110,-22.3752091,-41.7784839
25550041,-22.7839756,-43.3457664
50640525,-8.0648203,-34.9365047
82520500,-25.4944375,-49.284271
8485010,-23.5383214,-46.6391624
41195830,-12.9822499,-38.4812772
59605080,-5.1506216,-37.3640177
95800000,-29.5921889,-52.19133
9710230,-23.7080345,-46.5506747
90850130,-30.0324999,-51.2303767
45990111,-17.5392832,-39.7225481
3572030,-23.5383214,-46.6391624
72871531,-16.1209158,-48.0016705
13320090,-23.1989983,-47.2913682
22270070,-22.9519072,-43.1911786
76803630,-8.7029077,-63.8744934
28340000,-21.2336994,-41.8722347
72319502,-15.7508868,-47.9250462
49156862,-10.8519557,-37.0801951
66033337,-1.4640009,-48.4885461
30520380,-19.9227318,-43.9450948
24340090,-22.9358445,-43.0194933
79904538,-22.5028854,-55.7256099
76590000,-13.0796768,-49.9744932
72306001,-15.7508868,-47.9250462
4293000,-23.6213862,-46.6181921
60181485,-3.7311209,-38.4606629
2936030,-23.5383214,-46.6391624
32677790,-19.9367474,-44.1117878
22221011,-22.9267462,-43.1795344
38411128,-18.8941408,-48.2622678
50810620,-7.5617238,-34.9952357
68180190,-4.2574111,-55.9788265
21715332,-22.9080777,-43.1790268
97010004,-29.685132,-53.8047715
96065850,-31.7273327,-52.3165346
64850000,-7.2626283,-43.9315299
89040000,-26.8869164,-49.1068773
14780140,-20.5779006,-48.5762291
95660000,-29.4948504,-50.780909
88312125,-26.9267078,-48.696164
25943560,-22.5170958,-42.963514
55770000,-7.9039337,-35.9882045
3545070,-23.5383214,-46.6391624
55014380,-8.2636044,-35.9601788
12289414,-23.1328283,-45.7520849
7142490,-23.4547216,-46.4772698
31230000,-19.9043186,-43.9656526
20755180,-22.9080777,-43.1790268
58087210,-7.1745502,-34.8060479
34580590,-19.8900372,-43.8107916
5716140,-23.5383214,-46.6391624
59375000,-6.4121644,-36.7856782
47862178,-12.064538,-45.7232775
89509051,-26.7744138,-51.0002686
4470010,-23.5383214,-46.6391624
32672308,-19.9474951,-44.1447829
65035750,-2.5295265,-44.2963942
32419009,-20.0032002,-44.0686665
36490008,-20.5305713,-43.686905
55642530,-8.202756,-35.5559065
13295100,-23.1675493,-47.052952
75063450,-16.2631455,-48.9486238
6263050,-23.5299744,-46.7825411
2308130,-23.479238,-46.6053973
55192614,-7.9451556,-36.2104521
4004010,-23.5383214,-46.6391624
72460000,-15.7508868,-47.9250462
78065170,-15.6125772,-56.0802728
17900171,-21.4955512,-51.5345957
37130001,-21.4279837,-45.9465521
34505730,-19.8900372,-43.8107916
58407388,-7.2192066,-35.8881105
13848090,-22.3475671,-46.9296516
29720000,-19.223795,-40.4898227
11087110,-23.9335988,-46.3286399
17402014,-22.2123569,-49.7302759
28053000,-21.7858808,-41.33795
73750230,-15.4295259,-47.6062841
74495130,-16.680882,-49.2532691
15400134,-20.736634,-48.910625
59600180,-5.1506216,-37.3640177
38072340,-19.8029911,-47.9256899
9111090,-23.6647706,-46.5012647
20715002,-22.9080777,-43.1790268
13142442,-22.7714597,-47.1704554
35160117,-19.4723988,-42.556232
74255490,-16.7032364,-49.2911993
27250800,-22.5256773,-44.1152328
95680244,-29.3727647,-50.8009902
92130290,-29.9620751,-51.1701764
46580000,-13.5097251,-42.675684
37048854,-21.5565914,-45.4340674
95050110,-29.1619667,-51.1693835
3682030,-23.5383214,-46.6391624
4658270,-23.5383214,-46.6391624
69059360,-3.0120246,-59.9962682
95076700,-29.1619667,-51.1693835
38616020,-16.385645,-46.9089543
13334010,-23.0633353,-47.1381008
31540530,-19.9227318,-43.9450948
36490022,-20.5305713,-43.686905
31010210,-19.9227318,-43.9450948
60533695,-3.7682253,-38.6076195
53320280,-8.0102001,-34.8777267
38747070,-18.9596306,-46.9833507
31842330,-19.9227318,-43.9450948
58304380,-7.1458168,-34.9647416
32341410,-19.8337479,-44.0906825
11495021,-23.9972541,-46.2620562
36081550,-21.7317569,-43.3909314
29164044,-20.2190421,-40.2648035
38300084,-18.9921507,-49.4455477
38057590,-19.8029911,-47.9256899
21610210,-22.8614897,-43.3697688
97541350,-29.7801859,-55.7893089
28035641,-21.7532635,-41.3342657
56903490,-7.9856277,-38.3102294
6502001,-23.4432436,-46.9303006
66620310,-1.3995336,-48.4542216
23098062,-22.9080777,-43.1790268
74835160,-16.680882,-49.2532691
7091010,-23.4547216,-46.4772698
51010220,-7.5617238,-34.9952357
54720683,-8.0018471,-35.0455834
74970760,-16.8020159,-49.3537439
25270520,-22.7762994,-43.2945163
29156140,-20.2670019,-40.4171642
35522038,-19.8861288,-44.9811147
14810255,-21.993173,-47.3333435
3186020,-23.5642997,-46.5810566
72705620,-15.7508868,-47.9250462
18016390,-23.4929068,-47.4299252
25255090,-22.7762994,-43.2945163
87703020,-23.0828549,-52.4700319
7142218,-23.4547216,-46.4772698
93265150,-29.8623308,-51.1720151
71686000,-15.7508868,-47.9250462
40717020,-12.9822499,-38.4812772
26520082,-22.81519,-43.4307069
16010080,-21.2113543,-50.4360346
30421305,-19.9227318,-43.9450948
49055230,-10.9126637,-37.0780531
83025060,-25.539049,-49.2032071
56318050,-9.4026734,-40.5548749
4292000,-23.5383214,-46.6391624
30310692,-19.9227318,-43.9450948
6298004,-23.5299744,-46.7825411
4823190,-23.5383214,-46.6391624
17600410,-21.9317547,-50.5147483
12321310,-23.2948116,-45.9928968
36035250,-21.7317569,-43.3909314
4174135,-23.5383214,-46.6391624
59140310,-5.8791223,-35.217349
13150146,-22.6437398,-47.1972086
2618290,-23.5383214,-46.6391624
30525150,-19.9227318,-43.9450948
35032120,-18.8338102,-41.965833
30441102,-19.9227318,-43.9450948
93800336,-29.6495373,-51.0292236
18705351,-23.0906642,-48.9358084
55294830,-8.8721545,-36.4561905
92310564,-29.9117362,-51.1829881
59288623,-5.9439116,-35.3018215
33230037,-19.5911271,-43.9097323
95020360,-29.1639411,-51.1762363
86800100,-23.5381908,-51.4568725
49072300,-10.9126637,-37.0780531
11660130,-23.6814497,-45.4345116
53250480,-8.0102001,-34.8777267
61910360,-3.8617253,-38.6543596
25931778,-22.6101649,-43.1765125
85040440,-25.5659527,-51.4747222
24210480,-22.9027683,-43.1241775
60335000,-3.7128069,-38.5594323
68459230,-3.7583972,-49.6889953
97950000,-28.1376323,-54.6024562
88340688,-27.0051216,-48.6571548
89813140,-27.1382545,-52.6018126
20550142,-22.9080777,-43.1790268
79801016,-22.2285104,-54.7686069
45480000,-13.2282298,-39.5060149
63041520,-7.2261732,-39.3242228
38065100,-19.8029911,-47.9256899
71950770,-15.7508868,-47.9250462
88509180,-27.8214271,-50.3129766
8311190,-23.5383214,-46.6391624
56318240,-9.4026734,-40.5548749
59146370,-5.8791223,-35.217349
65233000,-2.7082587,-44.7381309
1318001,-23.5383214,-46.6391624
58410215,-7.2293235,-35.8769429
61930160,-3.8617253,-38.6543596
14403214,-20.5381768,-47.4009795
37503370,-22.4324004,-45.4583175
13471210,-22.7167917,-47.2941442
15070530,-20.8125851,-49.3804212
89213390,-26.3044898,-48.8486726
49060420,-10.9126637,-37.0780531
90570140,-30.0211346,-51.2031877
72860470,-16.0543842,-48.0368966
95680200,-29.3727647,-50.8009902
65268000,-1.8285731,-44.8720114
61907220,-3.8617253,-38.6543596
25900769,-22.6511655,-43.0899974
58110120,-7.1460302,-34.9489279
84031020,-25.0905168,-50.104463
4356020,-23.5383214,-46.6391624
75063415,-16.2631455,-48.9486238
5133002,-23.5383214,-46.6391624
41310260,-12.9822499,-38.4812772
2364010,-23.5383214,-46.6391624
63700049,-5.1796885,-40.6695861
4104020,-23.5383214,-46.6391624
69095120,1.9635842,-67.7824958
87160000,-23.3438373,-52.0952277
29101521,-20.4240958,-40.3290506
13419190,-21.993173,-47.3333435
13560300,-22.0079764,-47.8887282
25933170,-22.6511655,-43.0899974
59607060,-5.1506216,-37.3640177
24365060,-22.8661647,-43.1157974
58400087,-7.2192066,-35.8881105
31155710,-19.9227318,-43.9450948
20775182,-22.8919524,-43.2737479
77368000,-12.7495947,-48.2345122
59032620,-5.8193078,-35.2126281
9030530,-23.7672489,-46.3727555
91790530,-30.0324999,-51.2303767
13606053,-22.4134148,-47.3957784
8341350,-23.5383214,-46.6391624
30720270,-19.9177242,-43.9744529
31360140,-19.8603764,-43.9438631
97541310,-29.7888931,-55.7917641
18110690,-23.53957,-47.4647782
20961040,-22.9080777,-43.1790268
74933260,-16.8020159,-49.3537439
19010280,-22.0803639,-51.383875
5126130,-23.5383214,-46.6391624
51030390,-8.1347795,-34.9044833
67113540,-1.3844893,-48.433755
59295826,-5.7803095,-35.3134705
11340000,-23.9664177,-46.3861401
29162490,-20.1252961,-40.3064477
78110540,-15.7087221,-56.1309731
65520000,-3.681956,-42.7519752
75258769,-16.7637069,-49.0996897
36770071,-21.3118204,-42.8622128
23070180,-22.9080777,-43.1790268
3924110,-23.5383214,-46.6391624
3343000,-23.5589681,-46.5717122
41830492,-12.998562,-38.4648164
4436040,-23.5383214,-46.6391624
39150000,-18.5694513,-43.4119733
78010500,-15.605871,-56.0795485
18611785,-22.8757163,-48.4332572
6864070,-23.7132563,-46.8616112
72125080,-15.7508868,-47.9250462
15810255,-21.143887,-48.97519
65058005,-2.5295265,-44.2963942
55610050,-8.1116121,-35.2911156
36884013,-21.1480078,-42.3630459
3757020,-23.5383214,-46.6391624
22041030,-22.9080777,-43.1790268
83823048,-25.6335913,-49.2921404
45821190,-16.3889963,-39.5713651
3924100,-23.5383214,-46.6391624
95707066,-29.1644221,-51.5167538
58036865,-7.1745502,-34.8060479
26377290,-22.7330157,-43.6341281
58775000,-7.1571131,-38.136535
37536001,-22.2274722,-45.7149033
74483380,-16.680882,-49.2532691
45603265,-14.7578682,-39.4800568
55155640,-8.3338293,-36.4176419
29149330,-20.325928,-40.3926664
18055132,-23.505023,-47.4920726
30315520,-19.9227318,-43.9450948
66030465,-1.4600915,-48.4940774
9663000,-23.7080345,-46.5506747
59790000,-5.4582222,-37.5202826
21250240,-22.9080777,-43.1790268
13256340,-23.0978173,-46.8412392
4931010,-23.5383214,-46.6391624
81530000,-25.4518139,-49.2303055
76808574,-8.7029077,-63.8744934
17340047,-22.4795685,-48.5648897
8344130,-23.5383214,-46.6391624
69080340,1.9635842,-67.7824958
6716130,-23.6031822,-46.8915952
26600000,-22.6171387,-43.7073275
30775480,-19.9015867,-43.9712258
76801252,-8.7029077,-63.8744934
2420000,-23.4768782,-46.6338505
99025060,-28.2371689,-52.395073
9240110,-23.7672489,-46.3727555
9770600,-23.7080345,-46.5506747
58410410,-7.2192066,-35.8881105
89801000,-27.0978791,-52.616045
13296082,-23.1675493,-47.052952
38408458,-18.8941408,-48.2622678
81900180,-25.5423615,-49.2726039
26423190,-22.6497884,-43.6666371
90540000,-30.0181835,-51.1842813
25011430,-22.7762994,-43.2945163
61936020,-3.8617253,-38.6543596
53300030,-8.0102001,-34.8777267
22750006,-22.9435499,-43.3322226
52090475,-8.007972,-34.9274558
44097642,-12.2277276,-38.939992
60337260,-3.7091727,-38.5646477
59619590,-5.1506216,-37.3640177
15014220,-20.818092,-49.3790655
64018060,-5.0902277,-42.8129529
85816270,-24.9497866,-53.4222303
14316004,-20.8898924,-47.5862388
93044140,-29.762844,-51.1520634
13032320,-22.9056391,-47.059564
4115090,-23.5882194,-46.6212111
97105390,-29.7036517,-53.7180609
51190430,-8.1106325,-34.9175964
67143310,-1.3844893,-48.433755
39478000,-14.8601603,-43.9215769
28896034,-22.5265873,-41.958047
18780068,-23.0046471,-49.3221432
60325002,-3.7353963,-38.5648027
14405448,-20.5381768,-47.4009795
5890280,-23.5383214,-46.6391624
13203513,-23.1814232,-46.8962348
88309380,-26.9267078,-48.696164
49031280,-10.9682866,-37.0683978
69086050,1.9635842,-67.7824958
8380200,-23.5383214,-46.6391624
93819490,-29.6495373,-51.0292236
77809270,-7.1956109,-48.1874619
80510192,-25.4944375,-49.284271
20761260,-22.9080777,-43.1790268
42803249,-12.6631893,-38.3044721
61905040,-3.8617253,-38.6543596
69312265,2.8118755,-60.7264345
65075441,-2.5001266,-44.2884283
21540010,-22.9080777,-43.1790268
68010600,-2.438489,-54.699611
8460150,-23.5383214,-46.6391624
81610140,-25.4944375,-49.284271
13206475,-23.2166551,-46.877056
32671686,-19.9471357,-44.184002
96072110,-31.7273327,-52.3165346
75901230,-17.7921255,-50.9191219
6624330,-23.5217186,-46.9274298
63502022,-6.3643298,-39.2990349
29017075,-20.3200917,-40.3376682
2551000,-23.5383214,-46.6391624
6360260,-23.5313916,-46.8611997
38360000,-18.6856958,-49.5714599
85505010,-26.2271841,-52.6706225
29010361,-20.3200917,-40.3376682
89037502,-26.9195567,-49.0658025
95045500,-29.1619667,-51.1693835
59280028,-5.9439116,-35.3018215
86020300,-23.3075765,-51.1702975
14940106,-21.7434473,-48.8556038
55604250,-8.1116121,-35.2911156
31630230,-19.9227318,-43.9450948
34007792,-19.9854089,-43.8470691
32115100,-19.8337479,-44.0906825
50790000,-8.08296,-34.9471666
16503032,-21.8099748,-49.603779
88332160,-26.9982837,-48.6259119
88302000,-26.9097451,-48.6640898
18462418,-24.1152847,-49.336914
48021645,-12.1637841,-38.4306738
40810660,-12.9822499,-38.4812772
2366000,-23.444942,-46.596982
23906040,-23.002336,-44.3056864
16450017,-21.7976044,-49.9267812
27535140,-22.5040429,-44.6439406
25515022,-22.7839756,-43.3457664
61887641,-4.0016866,-38.5177237
50781670,-8.0837536,-34.9364222
8021070,-23.5002014,-46.4325683
42811216,-12.7131531,-38.3293195
49047040,-10.9126637,-37.0780531
58410370,-7.2350799,-35.8814834
5707001,-23.6387207,-46.7294381
55150270,-8.3338293,-36.4176419
44320000,-12.5013001,-39.0002166
94495590,-30.0742513,-51.0452443
9860214,-23.7200461,-46.5739265
5270150,-23.5383214,-46.6391624
91150000,-30.0324999,-51.2303767
60730275,-3.7950031,-38.5894328
77020586,-10.1950417,-48.3111825
60543315,-3.7973679,-38.6008408
47810866,-12.1304593,-44.9719332
4285120,-23.5383214,-46.6391624
11771398,-24.3143617,-46.9937361
52140180,-8.005038,-34.9041691
21040112,-22.9080777,-43.1790268
54420090,-8.2072689,-34.9217577
5420001,-23.5631786,-46.6917105
88020420,-27.5902359,-48.5339667
12380000,-23.4100145,-45.8835367
88904146,-28.9462824,-49.4749754
77665000,-9.8403078,-48.7267038
32260250,-19.9387584,-44.0247048
54315030,-8.1165339,-35.0199865
9771210,-23.7030602,-46.5445553
6036018,-23.5607897,-46.7816784
33935270,-19.7842827,-44.0272101
95110579,-29.1619667,-51.1693835
95072280,-29.1619667,-51.1693835
91910251,-30.1071412,-51.2531618
28685000,-22.4626861,-42.6534414
28979350,-22.8724692,-42.3289834
9913120,-23.6747923,-46.5958862
26010140,-22.7083353,-43.4478958
29141600,-20.3518726,-40.3683308
60330330,-3.7120987,-38.5843807
88080600,-27.5973002,-48.5496098
5794300,-23.5383214,-46.6391624
87250000,-23.9146441,-52.3448884
27120160,-22.4653272,-43.8215615
88330596,-26.9982837,-48.6259119
5017000,-23.5383214,-46.6391624
57020091,-9.6566229,-35.7394439
76908614,-10.8778148,-61.9277854
4403000,-23.5383214,-46.6391624
11714040,-24.0321924,-46.5261769
3067030,-23.5365271,-46.5716199
74356058,-16.680882,-49.2532691
18044010,-23.505245,-47.4734708
64030100,-5.0902277,-42.8129529
81530320,-25.4944375,-49.284271
36280001,-20.9492743,-43.8044828
61909220,-3.8617253,-38.6543596
83331140,-25.4096629,-49.1483633
78098270,-15.5986686,-56.0991301
8311170,-23.5383214,-46.6391624
16300019,-21.4212334,-50.0787459
55199000,-7.9451556,-36.2104521
96640000,-29.9818964,-52.3713574
8225550,-23.5383214,-46.6391624
69044794,1.9635842,-67.7824958
83324480,-25.4096629,-49.1483633
5565180,-23.5383214,-46.6391624
57314040,-9.6715595,-36.6873129
45350000,-13.5164163,-40.1366081
9371390,-23.6818722,-46.4655555
52010000,-7.5617238,-34.9952357
60832820,-3.8086833,-38.4604968
21710231,-22.8784379,-43.4280278
76907572,-10.8778148,-61.9277854
8561000,-23.5249082,-46.3445663
36684020,-21.5374575,-43.0153622
50900420,-8.0889583,-34.9432804
45470000,-13.2551536,-39.5704284
66615420,-1.4016091,-48.4510565
22795380,-22.9080777,-43.1790268
2365008,-23.5383214,-46.6391624
50770170,-8.0819837,-34.9072108
60730265,-3.7961093,-38.5892829
25270450,-22.7762994,-43.2945163
30120060,-19.9190528,-43.9372104
25268010,-22.7762994,-43.2945163
78575000,-11.2598634,-57.5132287
29550000,-20.7949645,-41.3907075
30421148,-19.9227318,-43.9450948
31840090,-19.9227318,-43.9450948
67204105,-1.3726851,-48.3560014
11432350,-23.9972541,-46.2620562
48490000,-11.7548615,-38.3226639
65272000,-2.5377502,-45.7791126
13203740,-23.1814232,-46.8962348
23040150,-22.9170531,-43.5513056
59056100,-5.8193078,-35.2126281
44642000,-11.6075128,-39.6329366
4330040,-23.5383214,-46.6391624
44006375,-12.2277276,-38.939992
11420445,-23.9972541,-46.2620562
68909870,0.0965796,-51.0955937
25046460,-22.7762994,-43.2945163
21715400,-22.9080777,-43.1790268
81630260,-25.4944375,-49.284271
72876057,-16.1209158,-48.0016705
11700500,-24.0321924,-46.5261769
53635110,-7.8556278,-34.905521
38060400,-19.8029911,-47.9256899
